Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
11118,11132,4,2017-06-22,2017-06-30
11118,11135,4,2017-06-22,2017-06-30
11118,11136,4,2017-06-22,2017-06-30
11118,11137,4,2017-06-22,2017-06-30
11118,11138,4,2017-06-22,2017-06-30
11118,11139,4,2017-06-22,2017-06-30
11118,11140,4,2017-06-22,2017-06-30
11118,11141,4,2017-06-22,2017-06-30
11118,11142,4,2017-06-22,2017-06-30
11118,11143,4,2017-06-22,2017-06-30
11118,11145,4,2017-06-22,2017-06-30
11118,11148,4,2017-06-22,2017-06-30
11118,11150,4,2017-06-22,2017-06-30
11118,11151,4,2017-06-22,2017-06-30
11118,11153,4,2017-06-22,2017-06-30
11118,11156,4,2017-06-22,2017-06-30
11118,11157,4,2017-06-22,2017-06-30
11118,11158,4,2017-06-22,2017-06-30
11118,11160,4,2017-06-22,2017-06-30
11118,11161,4,2017-06-22,2017-06-30
11118,11163,4,2017-06-22,2017-06-30
11118,11164,4,2017-06-22,2017-06-30
11118,11165,4,2017-06-22,2017-06-30
11118,11169,4,2017-06-22,2017-06-30
11118,11173,4,2017-06-22,2017-06-30
11118,11174,4,2017-06-22,2017-06-30
11118,11175,4,2017-06-22,2017-06-30
11118,11176,4,2017-06-22,2017-06-30
11118,11178,4,2017-06-22,2017-06-30
11118,11180,4,2017-06-22,2017-06-30
11118,11183,4,2017-06-22,2017-06-30
11118,11187,4,2017-06-22,2017-06-30
11118,11188,4,2017-06-22,2017-06-30
11118,11189,4,2017-06-22,2017-06-30
11118,11190,4,2017-06-22,2017-06-30
11118,11191,4,2017-06-22,2017-06-30
11118,11193,4,2017-06-22,2017-06-30
11118,11194,4,2017-06-22,2017-06-30
11118,11196,4,2017-06-22,2017-06-30
11118,11198,4,2017-06-22,2017-06-30
11118,11199,4,2017-06-22,2017-06-30
11118,11200,4,2017-06-22,2017-06-30
11119,11120,4,2017-06-22,2017-06-30
11119,11121,4,2017-06-22,2017-06-30
11119,11122,4,2017-06-22,2017-06-30
11119,11124,4,2017-06-22,2017-06-30
11119,11127,4,2017-06-22,2017-06-30
11119,11128,4,2017-06-22,2017-06-30
11119,11129,4,2017-06-22,2017-06-30
11119,11130,4,2017-06-22,2017-06-30
11119,11131,4,2017-06-22,2017-06-30
11119,11132,4,2017-06-22,2017-06-30
11119,11135,4,2017-06-22,2017-06-30
11119,11136,4,2017-06-22,2017-06-30
11119,11137,5,2017-06-22,2017-07-14
11119,11138,4,2017-06-22,2017-06-30
11119,11139,4,2017-06-22,2017-06-30
11119,11140,6,2017-06-22,2017-12-20
11119,11141,4,2017-06-22,2017-06-30
11119,11142,4,2017-06-22,2017-06-30
11119,11143,5,2017-06-22,2017-07-14
11119,11145,4,2017-06-22,2017-06-30
11119,11148,4,2017-06-22,2017-06-30
11119,11150,4,2017-06-22,2017-06-30
11119,11151,4,2017-06-22,2017-06-30
11119,11153,4,2017-06-22,2017-06-30
11119,11156,4,2017-06-22,2017-06-30
11119,11157,5,2017-06-22,2017-07-14
11119,11158,4,2017-06-22,2017-06-30
11119,11160,4,2017-06-22,2017-06-30
11119,11161,4,2017-06-22,2017-06-30
11119,11163,4,2017-06-22,2017-06-30
11119,11164,4,2017-06-22,2017-06-30
11119,11165,4,2017-06-22,2017-06-30
11119,11169,4,2017-06-22,2017-06-30
11119,11173,4,2017-06-22,2017-06-30
11119,11174,4,2017-06-22,2017-06-30
11119,11175,4,2017-06-22,2017-06-30
11119,11176,5,2017-06-22,2017-07-14
11119,11178,4,2017-06-22,2017-06-30
11119,11180,4,2017-06-22,2017-06-30
11119,11183,4,2017-06-22,2017-06-30
11119,11187,5,2017-06-22,2017-07-14
11119,11188,4,2017-06-22,2017-06-30
11119,11189,4,2017-06-22,2017-06-30
11119,11190,4,2017-06-22,2017-06-30
11119,11191,4,2017-06-22,2017-06-30
11119,11193,4,2017-06-22,2017-06-30
11119,11194,4,2017-06-22,2017-06-30
11119,11196,4,2017-06-22,2017-06-30
11119,11198,5,2017-06-22,2017-07-14
11119,11199,5,2017-06-22,2017-07-14
11119,11200,4,2017-06-22,2017-06-30
11120,11121,4,2017-06-22,2017-06-30
11120,11122,4,2017-06-22,2017-06-30
11120,11124,4,2017-06-22,2017-06-30
11120,11127,4,2017-06-22,2017-06-30
11120,11128,4,2017-06-22,2017-06-30
11120,11129,4,2017-06-22,2017-06-30
11120,11130,4,2017-06-22,2017-06-30
11120,11131,4,2017-06-22,2017-06-30
11120,11132,4,2017-06-22,2017-06-30
11120,11135,4,2017-06-22,2017-06-30
11120,11136,5,2017-06-22,2017-07-05
11120,11137,4,2017-06-22,2017-06-30
11120,11138,4,2017-06-22,2017-06-30
11120,11139,4,2017-06-22,2017-06-30
11120,11140,4,2017-06-22,2017-06-30
11120,11141,4,2017-06-22,2017-06-30
11120,11142,4,2017-06-22,2017-06-30
11120,11143,4,2017-06-22,2017-06-30
11120,11145,4,2017-06-22,2017-06-30
11120,11148,6,2017-06-22,2017-07-15
11120,11150,4,2017-06-22,2017-06-30
11120,11151,4,2017-06-22,2017-06-30
11120,11153,4,2017-06-22,2017-06-30
11120,11156,5,2017-06-22,2017-07-05
11120,11157,4,2017-06-22,2017-06-30
11120,11158,5,2017-06-22,2017-07-05
11120,11160,4,2017-06-22,2017-06-30
11120,11161,4,2017-06-22,2017-06-30
11120,11163,4,2017-06-22,2017-06-30
11120,11164,4,2017-06-22,2017-06-30
11120,11165,4,2017-06-22,2017-06-30
11120,11169,4,2017-06-22,2017-06-30
11120,11173,4,2017-06-22,2017-06-30
11120,11174,4,2017-06-22,2017-06-30
11120,11175,5,2017-06-22,2017-07-05
11120,11176,4,2017-06-22,2017-06-30
11120,11178,4,2017-06-22,2017-06-30
11120,11180,5,2017-06-22,2017-07-05
11120,11183,5,2017-06-22,2017-07-05
11120,11187,4,2017-06-22,2017-06-30
11120,11188,4,2017-06-22,2017-06-30
11120,11189,4,2017-06-22,2017-06-30
11120,11190,4,2017-06-22,2017-06-30
11120,11191,4,2017-06-22,2017-06-30
11120,11193,4,2017-06-22,2017-06-30
11120,11194,6,2017-06-22,2017-07-15
11120,11196,4,2017-06-22,2017-06-30
11120,11198,4,2017-06-22,2017-06-30
11120,11199,4,2017-06-22,2017-06-30
11120,11200,4,2017-06-22,2017-06-30
11121,11122,4,2017-06-22,2017-06-30
11121,11124,4,2017-06-22,2017-06-30
11121,11127,4,2017-06-22,2017-06-30
11121,11128,4,2017-06-22,2017-06-30
11121,11129,4,2017-06-22,2017-06-30
11121,11130,6,2017-06-22,2017-08-16
11121,11131,4,2017-06-22,2017-06-30
11121,11132,4,2017-06-22,2017-06-30
11121,11135,4,2017-06-22,2017-06-30
11121,11136,4,2017-06-22,2017-06-30
11121,11137,4,2017-06-22,2017-06-30
11121,11138,4,2017-06-22,2017-06-30
11121,11139,4,2017-06-22,2017-06-30
11121,11140,4,2017-06-22,2017-06-30
11121,11141,4,2017-06-22,2017-06-30
11121,11142,4,2017-06-22,2017-06-30
11121,11143,4,2017-06-22,2017-06-30
11121,11145,5,2017-06-22,2017-08-04
11121,11148,4,2017-06-22,2017-06-30
11121,11150,4,2017-06-22,2017-06-30
11121,11151,4,2017-06-22,2017-06-30
11121,11153,4,2017-06-22,2017-06-30
11121,11156,4,2017-06-22,2017-06-30
11121,11157,4,2017-06-22,2017-06-30
11121,11158,4,2017-06-22,2017-06-30
11121,11160,4,2017-06-22,2017-06-30
11121,11161,4,2017-06-22,2017-06-30
11121,11163,4,2017-06-22,2017-06-30
11121,11164,4,2017-06-22,2017-06-30
11121,11165,4,2017-06-22,2017-06-30
11121,11169,4,2017-06-22,2017-06-30
11121,11173,4,2017-06-22,2017-06-30
11121,11174,4,2017-06-22,2017-06-30
11121,11175,4,2017-06-22,2017-06-30
11121,11176,4,2017-06-22,2017-06-30
11121,11178,4,2017-06-22,2017-06-30
11121,11180,4,2017-06-22,2017-06-30
11121,11183,4,2017-06-22,2017-06-30
11121,11187,4,2017-06-22,2017-06-30
11121,11188,4,2017-06-22,2017-06-30
11121,11189,4,2017-06-22,2017-06-30
11121,11190,4,2017-06-22,2017-06-30
11121,11191,4,2017-06-22,2017-06-30
11121,11193,4,2017-06-22,2017-06-30
11121,11194,4,2017-06-22,2017-06-30
11121,11196,4,2017-06-22,2017-06-30
11121,11198,4,2017-06-22,2017-06-30
11121,11199,4,2017-06-22,2017-06-30
11121,11200,4,2017-06-22,2017-06-30
11122,11124,4,2017-06-22,2017-06-30
11122,11127,4,2017-06-22,2017-06-30
11122,11128,4,2017-06-22,2017-06-30
11122,11129,4,2017-06-22,2017-06-30
11122,11130,4,2017-06-22,2017-06-30
11122,11131,4,2017-06-22,2017-06-30
11122,11132,4,2017-06-22,2017-06-30
11122,11135,4,2017-06-22,2017-06-30
11122,11136,4,2017-06-22,2017-06-30
11122,11137,4,2017-06-22,2017-06-30
11122,11138,4,2017-06-22,2017-06-30
11122,11139,4,2017-06-22,2017-06-30
11122,11140,4,2017-06-22,2017-06-30
11122,11141,4,2017-06-22,2017-06-30
11122,11142,4,2017-06-22,2017-06-30
11122,11143,4,2017-06-22,2017-06-30
11122,11145,4,2017-06-22,2017-06-30
11122,11148,4,2017-06-22,2017-06-30
11122,11150,4,2017-06-22,2017-06-30
11122,11151,4,2017-06-22,2017-06-30
11122,11153,4,2017-06-22,2017-06-30
11122,11156,4,2017-06-22,2017-06-30
11122,11157,4,2017-06-22,2017-06-30
11122,11158,4,2017-06-22,2017-06-30
11122,11160,4,2017-06-22,2017-06-30
11122,11161,4,2017-06-22,2017-06-30
11122,11163,4,2017-06-22,2017-06-30
11122,11164,4,2017-06-22,2017-06-30
11122,11165,4,2017-06-22,2017-06-30
11122,11169,4,2017-06-22,2017-06-30
11122,11173,4,2017-06-22,2017-06-30
11122,11174,4,2017-06-22,2017-06-30
11122,11175,4,2017-06-22,2017-06-30
11122,11176,4,2017-06-22,2017-06-30
11122,11178,4,2017-06-22,2017-06-30
11122,11180,4,2017-06-22,2017-06-30
11122,11183,4,2017-06-22,2017-06-30
11122,11187,4,2017-06-22,2017-06-30
11122,11188,4,2017-06-22,2017-06-30
11122,11189,4,2017-06-22,2017-06-30
11122,11190,4,2017-06-22,2017-06-30
11122,11191,4,2017-06-22,2017-06-30
11122,11193,4,2017-06-22,2017-06-30
11122,11194,4,2017-06-22,2017-06-30
11122,11196,4,2017-06-22,2017-06-30
11122,11198,4,2017-06-22,2017-06-30
11122,11199,4,2017-06-22,2017-06-30
11122,11200,4,2017-06-22,2017-06-30
11123,11171,4,2017-06-22,2017-08-15
11123,11366,4,2017-09-04,2017-11-15
11124,11127,4,2017-06-22,2017-06-30
11124,11128,4,2017-06-22,2017-06-30
11124,11129,4,2017-06-22,2017-06-30
11124,11130,4,2017-06-22,2017-06-30
11124,11131,4,2017-06-22,2017-06-30
11124,11132,4,2017-06-22,2017-06-30
11124,11135,4,2017-06-22,2017-06-30
11124,11136,4,2017-06-22,2017-06-30
11124,11137,4,2017-06-22,2017-06-30
11124,11138,4,2017-06-22,2017-06-30
11124,11139,4,2017-06-22,2017-06-30
11124,11140,4,2017-06-22,2017-06-30
11124,11141,4,2017-06-22,2017-06-30
11124,11142,4,2017-06-22,2017-06-30
11124,11143,4,2017-06-22,2017-06-30
11124,11145,4,2017-06-22,2017-06-30
11124,11148,4,2017-06-22,2017-06-30
11124,11150,4,2017-06-22,2017-06-30
11124,11151,4,2017-06-22,2017-06-30
11124,11153,4,2017-06-22,2017-06-30
11124,11156,4,2017-06-22,2017-06-30
11124,11157,4,2017-06-22,2017-06-30
11124,11158,4,2017-06-22,2017-06-30
11124,11160,4,2017-06-22,2017-06-30
11124,11161,4,2017-06-22,2017-06-30
11124,11163,4,2017-06-22,2017-06-30
11124,11164,4,2017-06-22,2017-06-30
11124,11165,4,2017-06-22,2017-06-30
11124,11169,4,2017-06-22,2017-06-30
11124,11173,4,2017-06-22,2017-06-30
11124,11174,4,2017-06-22,2017-06-30
11124,11175,4,2017-06-22,2017-06-30
11124,11176,4,2017-06-22,2017-06-30
11124,11178,4,2017-06-22,2017-06-30
11124,11180,4,2017-06-22,2017-06-30
11124,11183,4,2017-06-22,2017-06-30
11124,11187,4,2017-06-22,2017-06-30
11124,11188,4,2017-06-22,2017-06-30
11124,11189,4,2017-06-22,2017-06-30
11124,11190,4,2017-06-22,2017-06-30
11124,11191,4,2017-06-22,2017-06-30
11124,11193,4,2017-06-22,2017-06-30
11124,11194,4,2017-06-22,2017-06-30
11124,11196,4,2017-06-22,2017-06-30
11124,11198,4,2017-06-22,2017-06-30
11124,11199,4,2017-06-22,2017-06-30
11124,11200,4,2017-06-22,2017-06-30
11125,11146,4,2017-06-22,2017-12-31
11125,11181,4,2017-06-22,2017-12-31
11126,11155,4,2017-06-22,2017-07-24
11126,11430,5,2017-09-05,2017-10-29
11126,11868,4,2017-07-19,2017-08-14
11126,11885,4,2017-07-19,2017-08-14
11127,11128,4,2017-06-22,2017-06-30
11127,11129,4,2017-06-22,2017-06-30
11127,11130,4,2017-06-22,2017-06-30
11127,11131,4,2017-06-22,2017-06-30
11127,11132,4,2017-06-22,2017-06-30
11127,11135,4,2017-06-22,2017-06-30
11127,11136,4,2017-06-22,2017-06-30
11127,11137,4,2017-06-22,2017-06-30
11127,11138,4,2017-06-22,2017-06-30
11127,11139,4,2017-06-22,2017-06-30
11127,11140,4,2017-06-22,2017-06-30
11127,11141,4,2017-06-22,2017-06-30
11127,11142,4,2017-06-22,2017-06-30
11127,11143,4,2017-06-22,2017-06-30
11127,11145,4,2017-06-22,2017-06-30
11127,11148,4,2017-06-22,2017-06-30
11127,11150,4,2017-06-22,2017-06-30
11127,11151,4,2017-06-22,2017-06-30
11127,11153,4,2017-06-22,2017-06-30
11127,11156,4,2017-06-22,2017-06-30
11127,11157,4,2017-06-22,2017-06-30
11127,11158,4,2017-06-22,2017-06-30
11127,11160,4,2017-06-22,2017-06-30
11127,11161,4,2017-06-22,2017-06-30
11127,11163,4,2017-06-22,2017-06-30
11127,11164,4,2017-06-22,2017-06-30
11127,11165,4,2017-06-22,2017-06-30
11127,11169,4,2017-06-22,2017-06-30
11127,11173,4,2017-06-22,2017-06-30
11127,11174,4,2017-06-22,2017-06-30
11127,11175,4,2017-06-22,2017-06-30
11127,11176,4,2017-06-22,2017-06-30
11127,11178,4,2017-06-22,2017-06-30
11127,11180,4,2017-06-22,2017-06-30
11127,11183,4,2017-06-22,2017-06-30
11127,11187,4,2017-06-22,2017-06-30
11127,11188,4,2017-06-22,2017-06-30
11127,11189,4,2017-06-22,2017-06-30
11127,11190,4,2017-06-22,2017-06-30
11127,11191,4,2017-06-22,2017-06-30
11127,11193,4,2017-06-22,2017-06-30
11127,11194,4,2017-06-22,2017-06-30
11127,11196,4,2017-06-22,2017-06-30
11127,11198,4,2017-06-22,2017-06-30
11127,11199,4,2017-06-22,2017-06-30
11127,11200,4,2017-06-22,2017-06-30
11128,11129,4,2017-06-22,2017-06-30
11128,11130,4,2017-06-22,2017-06-30
11128,11131,4,2017-06-22,2017-06-30
11128,11132,4,2017-06-22,2017-06-30
11128,11135,4,2017-06-22,2017-06-30
11128,11136,4,2017-06-22,2017-06-30
11128,11137,4,2017-06-22,2017-06-30
11128,11138,4,2017-06-22,2017-06-30
11128,11139,4,2017-06-22,2017-06-30
11128,11140,4,2017-06-22,2017-06-30
11128,11141,4,2017-06-22,2017-06-30
11128,11142,4,2017-06-22,2017-06-30
11128,11143,4,2017-06-22,2017-06-30
11128,11145,4,2017-06-22,2017-06-30
11128,11148,4,2017-06-22,2017-06-30
11128,11150,4,2017-06-22,2017-06-30
11128,11151,4,2017-06-22,2017-06-30
11128,11153,4,2017-06-22,2017-06-30
11128,11156,4,2017-06-22,2017-06-30
11128,11157,4,2017-06-22,2017-06-30
11128,11158,4,2017-06-22,2017-06-30
11128,11160,4,2017-06-22,2017-06-30
11128,11161,4,2017-06-22,2017-06-30
11128,11163,4,2017-06-22,2017-06-30
11128,11164,4,2017-06-22,2017-06-30
11128,11165,4,2017-06-22,2017-06-30
11128,11169,4,2017-06-22,2017-06-30
11128,11173,4,2017-06-22,2017-06-30
11128,11174,4,2017-06-22,2017-06-30
11128,11175,4,2017-06-22,2017-06-30
11128,11176,4,2017-06-22,2017-06-30
11128,11178,4,2017-06-22,2017-06-30
11128,11180,4,2017-06-22,2017-06-30
11128,11183,4,2017-06-22,2017-06-30
11128,11187,4,2017-06-22,2017-06-30
11128,11188,4,2017-06-22,2017-06-30
11128,11189,4,2017-06-22,2017-06-30
11128,11190,4,2017-06-22,2017-06-30
11128,11191,4,2017-06-22,2017-06-30
11128,11193,4,2017-06-22,2017-06-30
11128,11194,4,2017-06-22,2017-06-30
11128,11196,4,2017-06-22,2017-06-30
11128,11198,4,2017-06-22,2017-06-30
11128,11199,4,2017-06-22,2017-06-30
11128,11200,4,2017-06-22,2017-06-30
11129,11130,4,2017-06-22,2017-06-30
11129,11131,4,2017-06-22,2017-06-30
11129,11132,4,2017-06-22,2017-06-30
11129,11135,4,2017-06-22,2017-06-30
11129,11136,4,2017-06-22,2017-06-30
11129,11137,4,2017-06-22,2017-06-30
11129,11138,4,2017-06-22,2017-06-30
11129,11139,4,2017-06-22,2017-06-30
11129,11140,4,2017-06-22,2017-06-30
11129,11141,4,2017-06-22,2017-06-30
11129,11142,4,2017-06-22,2017-06-30
11129,11143,4,2017-06-22,2017-06-30
11129,11145,4,2017-06-22,2017-06-30
11129,11148,4,2017-06-22,2017-06-30
11129,11150,4,2017-06-22,2017-06-30
11129,11151,4,2017-06-22,2017-06-30
11129,11153,4,2017-06-22,2017-06-30
11129,11156,4,2017-06-22,2017-06-30
11129,11157,4,2017-06-22,2017-06-30
11129,11158,4,2017-06-22,2017-06-30
11129,11160,4,2017-06-22,2017-06-30
11129,11161,4,2017-06-22,2017-06-30
11129,11163,4,2017-06-22,2017-06-30
11129,11164,4,2017-06-22,2017-06-30
11129,11165,4,2017-06-22,2017-06-30
11129,11169,4,2017-06-22,2017-06-30
11129,11173,4,2017-06-22,2017-06-30
11129,11174,4,2017-06-22,2017-06-30
11129,11175,4,2017-06-22,2017-06-30
11129,11176,4,2017-06-22,2017-06-30
11129,11178,4,2017-06-22,2017-06-30
11129,11180,4,2017-06-22,2017-06-30
11129,11183,4,2017-06-22,2017-06-30
11129,11187,4,2017-06-22,2017-06-30
11129,11188,4,2017-06-22,2017-06-30
11129,11189,4,2017-06-22,2017-06-30
11129,11190,4,2017-06-22,2017-06-30
11129,11191,4,2017-06-22,2017-06-30
11129,11193,4,2017-06-22,2017-06-30
11129,11194,4,2017-06-22,2017-06-30
11129,11196,4,2017-06-22,2017-06-30
11129,11198,4,2017-06-22,2017-06-30
11129,11199,4,2017-06-22,2017-06-30
11129,11200,4,2017-06-22,2017-06-30
11130,11131,4,2017-06-22,2017-06-30
11130,11132,4,2017-06-22,2017-06-30
11130,11135,4,2017-06-22,2017-06-30
11130,11136,4,2017-06-22,2017-06-30
11130,11137,4,2017-06-22,2017-06-30
11130,11138,4,2017-06-22,2017-06-30
11130,11139,4,2017-06-22,2017-06-30
11130,11140,4,2017-06-22,2017-06-30
11130,11141,4,2017-06-22,2017-06-30
11130,11142,5,2017-06-22,2017-08-18
11130,11143,4,2017-06-22,2017-06-30
11130,11145,5,2017-06-22,2017-08-04
11130,11148,4,2017-06-22,2017-06-30
11130,11150,4,2017-06-22,2017-06-30
11130,11151,4,2017-06-22,2017-06-30
11130,11153,4,2017-06-22,2017-06-30
11130,11156,4,2017-06-22,2017-06-30
11130,11157,4,2017-06-22,2017-06-30
11130,11158,4,2017-06-22,2017-06-30
11130,11160,4,2017-06-22,2017-06-30
11130,11161,4,2017-06-22,2017-06-30
11130,11163,4,2017-06-22,2017-06-30
11130,11164,4,2017-06-22,2017-06-30
11130,11165,4,2017-06-22,2017-06-30
11130,11169,4,2017-06-22,2017-06-30
11130,11173,5,2017-06-22,2017-08-18
11130,11174,4,2017-06-22,2017-06-30
11130,11175,4,2017-06-22,2017-06-30
11130,11176,4,2017-06-22,2017-06-30
11130,11178,4,2017-06-22,2017-06-30
11130,11180,4,2017-06-22,2017-06-30
11130,11183,4,2017-06-22,2017-06-30
11130,11187,4,2017-06-22,2017-06-30
11130,11188,4,2017-06-22,2017-06-30
11130,11189,5,2017-06-22,2017-08-18
11130,11190,4,2017-06-22,2017-06-30
11130,11191,4,2017-06-22,2017-06-30
11130,11193,5,2017-06-22,2017-08-18
11130,11194,4,2017-06-22,2017-06-30
11130,11196,4,2017-06-22,2017-06-30
11130,11198,4,2017-06-22,2017-06-30
11130,11199,4,2017-06-22,2017-06-30
11130,11200,4,2017-06-22,2017-06-30
11131,11132,4,2017-06-22,2017-06-30
11131,11135,4,2017-06-22,2017-06-30
11131,11136,4,2017-06-22,2017-06-30
11131,11137,4,2017-06-22,2017-06-30
11131,11138,4,2017-06-22,2017-06-30
11131,11139,4,2017-06-22,2017-06-30
11131,11140,4,2017-06-22,2017-06-30
11131,11141,4,2017-06-22,2017-06-30
11131,11142,4,2017-06-22,2017-06-30
11131,11143,4,2017-06-22,2017-06-30
11131,11145,4,2017-06-22,2017-06-30
11131,11148,4,2017-06-22,2017-06-30
11131,11150,4,2017-06-22,2017-06-30
11131,11151,4,2017-06-22,2017-06-30
11131,11153,4,2017-06-22,2017-06-30
11131,11156,4,2017-06-22,2017-06-30
11131,11157,4,2017-06-22,2017-06-30
11131,11158,4,2017-06-22,2017-06-30
11131,11160,4,2017-06-22,2017-06-30
11131,11161,4,2017-06-22,2017-06-30
11131,11163,4,2017-06-22,2017-06-30
11131,11164,4,2017-06-22,2017-06-30
11131,11165,4,2017-06-22,2017-06-30
11131,11169,4,2017-06-22,2017-06-30
11131,11173,4,2017-06-22,2017-06-30
11131,11174,4,2017-06-22,2017-06-30
11131,11175,4,2017-06-22,2017-06-30
11131,11176,4,2017-06-22,2017-06-30
11131,11178,4,2017-06-22,2017-06-30
11131,11180,4,2017-06-22,2017-06-30
11131,11183,4,2017-06-22,2017-06-30
11131,11187,4,2017-06-22,2017-06-30
11131,11188,4,2017-06-22,2017-06-30
11131,11189,4,2017-06-22,2017-06-30
11131,11190,4,2017-06-22,2017-06-30
11131,11191,4,2017-06-22,2017-06-30
11131,11193,4,2017-06-22,2017-06-30
11131,11194,4,2017-06-22,2017-06-30
11131,11196,4,2017-06-22,2017-06-30
11131,11198,4,2017-06-22,2017-06-30
11131,11199,4,2017-06-22,2017-06-30
11131,11200,4,2017-06-22,2017-06-30
11132,11135,4,2017-06-22,2017-06-30
11132,11136,4,2017-06-22,2017-06-30
11132,11137,4,2017-06-22,2017-06-30
11132,11138,4,2017-06-22,2017-06-30
11132,11139,4,2017-06-22,2017-06-30
11132,11140,4,2017-06-22,2017-06-30
11132,11141,4,2017-06-22,2017-06-30
11132,11142,4,2017-06-22,2017-06-30
11132,11143,4,2017-06-22,2017-06-30
11132,11145,4,2017-06-22,2017-06-30
11132,11148,4,2017-06-22,2017-06-30
11132,11150,4,2017-06-22,2017-06-30
11132,11151,4,2017-06-22,2017-06-30
11132,11153,4,2017-06-22,2017-06-30
11132,11156,4,2017-06-22,2017-06-30
11132,11157,4,2017-06-22,2017-06-30
11132,11158,4,2017-06-22,2017-06-30
11132,11160,4,2017-06-22,2017-06-30
11132,11161,4,2017-06-22,2017-06-30
11132,11163,4,2017-06-22,2017-06-30
11132,11164,4,2017-06-22,2017-06-30
11132,11165,4,2017-06-22,2017-06-30
11132,11169,4,2017-06-22,2017-06-30
11132,11173,4,2017-06-22,2017-06-30
11132,11174,4,2017-06-22,2017-06-30
11132,11175,4,2017-06-22,2017-06-30
11132,11176,4,2017-06-22,2017-06-30
11132,11178,4,2017-06-22,2017-06-30
11132,11180,4,2017-06-22,2017-06-30
11132,11183,4,2017-06-22,2017-06-30
11132,11187,4,2017-06-22,2017-06-30
11132,11188,4,2017-06-22,2017-06-30
11132,11189,4,2017-06-22,2017-06-30
11132,11190,4,2017-06-22,2017-06-30
11132,11191,4,2017-06-22,2017-06-30
11132,11193,4,2017-06-22,2017-06-30
11132,11194,4,2017-06-22,2017-06-30
11132,11196,4,2017-06-22,2017-06-30
11132,11198,4,2017-06-22,2017-06-30
11132,11199,4,2017-06-22,2017-06-30
11132,11200,4,2017-06-22,2017-06-30
11135,11136,4,2017-06-22,2017-06-30
11135,11137,4,2017-06-22,2017-06-30
11135,11138,4,2017-06-22,2017-06-30
11135,11139,4,2017-06-22,2017-06-30
11135,11140,4,2017-06-22,2017-06-30
11135,11141,4,2017-06-22,2017-06-30
11135,11142,4,2017-06-22,2017-06-30
11135,11143,4,2017-06-22,2017-06-30
11135,11145,4,2017-06-22,2017-06-30
11135,11148,4,2017-06-22,2017-06-30
11135,11150,4,2017-06-22,2017-06-30
11135,11151,4,2017-06-22,2017-06-30
11135,11153,4,2017-06-22,2017-06-30
11135,11156,4,2017-06-22,2017-06-30
11135,11157,4,2017-06-22,2017-06-30
11135,11158,4,2017-06-22,2017-06-30
11135,11160,4,2017-06-22,2017-06-30
11135,11161,4,2017-06-22,2017-06-30
11135,11163,4,2017-06-22,2017-06-30
11135,11164,4,2017-06-22,2017-06-30
11135,11165,4,2017-06-22,2017-06-30
11135,11169,4,2017-06-22,2017-06-30
11135,11173,4,2017-06-22,2017-06-30
11135,11174,4,2017-06-22,2017-06-30
11135,11175,4,2017-06-22,2017-06-30
11135,11176,4,2017-06-22,2017-06-30
11135,11178,4,2017-06-22,2017-06-30
11135,11180,4,2017-06-22,2017-06-30
11135,11183,4,2017-06-22,2017-06-30
11135,11187,4,2017-06-22,2017-06-30
11135,11188,4,2017-06-22,2017-06-30
11135,11189,4,2017-06-22,2017-06-30
11135,11190,4,2017-06-22,2017-06-30
11135,11191,4,2017-06-22,2017-06-30
11135,11193,4,2017-06-22,2017-06-30
11135,11194,4,2017-06-22,2017-06-30
11135,11196,4,2017-06-22,2017-06-30
11135,11198,4,2017-06-22,2017-06-30
11135,11199,4,2017-06-22,2017-06-30
11135,11200,4,2017-06-22,2017-06-30
11136,11137,4,2017-06-22,2017-06-30
11136,11138,4,2017-06-22,2017-06-30
11136,11139,4,2017-06-22,2017-06-30
11136,11140,4,2017-06-22,2017-06-30
11136,11141,4,2017-06-22,2017-06-30
11136,11142,4,2017-06-22,2017-06-30
11136,11143,4,2017-06-22,2017-06-30
11136,11145,4,2017-06-22,2017-06-30
11136,11148,5,2017-06-22,2017-07-05
11136,11150,4,2017-06-22,2017-06-30
11136,11151,4,2017-06-22,2017-06-30
11136,11153,4,2017-06-22,2017-06-30
11136,11156,6,2017-06-22,2017-07-11
11136,11157,4,2017-06-22,2017-06-30
11136,11158,7,2017-06-22,2017-07-30
11136,11160,4,2017-06-22,2017-06-30
11136,11161,4,2017-06-22,2017-06-30
11136,11163,4,2017-06-22,2017-06-30
11136,11164,4,2017-06-22,2017-06-30
11136,11165,4,2017-06-22,2017-06-30
11136,11169,4,2017-06-22,2017-06-30
11136,11173,4,2017-06-22,2017-06-30
11136,11174,4,2017-06-22,2017-06-30
11136,11175,7,2017-06-22,2017-07-30
11136,11176,4,2017-06-22,2017-06-30
11136,11178,4,2017-06-22,2017-06-30
11136,11180,7,2017-06-22,2017-07-30
11136,11183,7,2017-06-22,2017-07-30
11136,11187,4,2017-06-22,2017-06-30
11136,11188,4,2017-06-22,2017-06-30
11136,11189,4,2017-06-22,2017-06-30
11136,11190,4,2017-06-22,2017-06-30
11136,11191,4,2017-06-22,2017-06-30
11136,11193,4,2017-06-22,2017-06-30
11136,11194,5,2017-06-22,2017-07-05
11136,11196,4,2017-06-22,2017-06-30
11136,11198,4,2017-06-22,2017-06-30
11136,11199,4,2017-06-22,2017-06-30
